_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime
60362,a920,b2681,fantastic mr  fox,2009,Wes Anderson,George Clooney Meryl Streep Bill Murray Jason Schwartzman,87,the darjeeling limited,2007,Wes Anderson,Adrien Brody Jason Schwartzman Owen Wilson,91
60383,a973,b2681,the darjeeling limited,2007,Wes Anderson,Owen Wilson Adrien Brody Jason Schwartzman Amara Karan,91,the darjeeling limited,2007,Wes Anderson,Adrien Brody Jason Schwartzman Owen Wilson,91
60446,a1894,b2684,a league of their own,1992,Penny Marshall,Tom Hanks Geena Davis Lori Petty Madonna,128,a league of their own,1992,Penny Marshall,Geena Davis Lori Petty Tom Hanks,128
60564,a1088,b2688,over the hedge,2006,Tim Johnson Karey Kirkpatrick,Bruce Willis Garry Shandling Steve Carell Wanda Sykes,83,over the hedge,2006,Karey Kirkpatrick Tim Johnson,Bruce Willis Garry Shandling,83
60690,a1966,b2693,confessions of a dangerous mind,2002,George Clooney,Sam Rockwell Drew Barrymore George Clooney Julia Roberts,113,confessions of a dangerous mind,2002,George Clooney,Drew Barrymore Sam Rockwell,113
60911,a1345,b2696,atomic blonde,2017,David Leitch,Charlize Theron James McAvoy John Goodman Eddie Marsan,115,maps to the stars,2015,David Cronenberg,John Cusack Julianne Moore Mia Wasikowska Robert Pattinson,111
60918,a2924,b2696,pete s dragon,2016,David Lowery,Bryce Dallas Howard Robert Redford Oakes Fegley Oona Laurence,102,maps to the stars,2015,David Cronenberg,John Cusack Julianne Moore Mia Wasikowska Robert Pattinson,111
60960,a529,b2699,as good as it gets,1997,James L. Brooks,Jack Nicholson Helen Hunt Greg Kinnear Cuba Gooding Jr.,139,as good as it gets,1997,James L. Brooks,Greg Kinnear Helen Hunt Jack Nicholson,139
61041,a2146,b2704,star trek iv  the voyage home,1986,Leonard Nimoy,William Shatner Leonard Nimoy DeForest Kelley James Doohan,119,star trek iv  the voyage home,1986,Leonard Nimoy,DeForest Kelley Leonard Nimoy William Shatner,119
61217,a1669,b2718,frequency,2000,Gregory Hoblit,Dennis Quaid Jim Caviezel Shawn Doyle Elizabeth Mitchell,118,frequency,2000,Gregory Hoblit,Dennis Quaid James Caviezel,118
61242,a1091,b2719,coco,2017,Lee Unkrich Adrian Molina,Anthony Gonzalez Gael García Bernal Benjamin Bratt Alanna Ubach,105,barbershop  the next cut,2016,Malcolm D. Lee,Anthony Anderson Cedric the Entertainer Eve Ice Cube Nicki Minaj Regina Hall,111
61263,a2522,b2720,the book of life,2014,Jorge R. Gutiérrez,Diego Luna Zoe Saldana Channing Tatum Ron Perlman,95,the book of life,2014,Jorge R. Gutierrez,Channing Tatum Diego Luna Zoe Saldana,95
61340,a1177,b2730,cinderella,2015,Kenneth Branagh,Lily James Cate Blanchett Richard Madden Helena Bonham Carter,105,cinderella,2015,Kenneth Branagh,Lily James,105
61562,a2575,b2733,mr  holmes,2015,Bill Condon,Ian McKellen Laura Linney Hiroyuki Sanada Hattie Morahan,104,mr  holmes,2015,Bill Condon,Hattie Morahan Hiroyuki Sanada Ian McKellen Laura Linney,104
61580,a1720,b2735,ruby sparks,2012,Jonathan Dayton Valerie Faris,Paul Dano Zoe Kazan Annette Bening Antonio Banderas,104,ruby sparks,2012,Jonathan Dayton Valerie Faris,Annette Bening Antonio Banderas Paul Dano Zoe Kazan,104
61623,a2608,b2738,the witches of eastwick,1987,George Miller,Jack Nicholson Cher Susan Sarandon Michelle Pfeiffer,118,the witches of eastwick,1987,George Miller,Cher Jack Nicholson Michelle Pfeiffer Susan Sarandon,118
61680,a1483,b2746,kung fu panda 3,2016,Alessandro Carloni Jennifer Yuh Nelson,Jack Black Bryan Cranston Dustin Hoffman Angelina Jolie,95,kung fu panda 3,2016,Alessandro Carloni Jennifer Yuh,Angelina Jolie Bryan Cranston David Cross Dustin Hoffman J.K. Simmons Jack Black Jackie Chan Lucy Liu Seth Rogen,95
61722,a2053,b2753,world trade center,2006,Oliver Stone,Nicolas Cage Michael Peña Maria Bello Maggie Gyllenhaal,129,world trade center,2006,Oliver Stone,Maria Bello Michael Peña Nicolas Cage,129
61746,a2327,b2754,wonder,2017,Stephen Chbosky,Jacob Tremblay Owen Wilson Izabela Vidovic Julia Roberts,113,wonder,2017,Stephen Chbosky,Ali Liebert Bryce Gheisar Crystal Lowe Danielle Rose Russell Daveed Diggs Emma Tremblay Izabela Vidovic Jacob Tremblay Jennifer March Julia Roberts Mandy Patinkin Mark Dozlaw Nadji Jeter Noah Jupe Owen Wilson Rukiya Bernard Sonia Braga Steve Bacic,113
61752,a3005,b2754,gold,2016,Stephen Gaghan,Matthew McConaughey Edgar Ramírez Bryce Dallas Howard Corey Stoll,120,wonder,2017,Stephen Chbosky,Ali Liebert Bryce Gheisar Crystal Lowe Danielle Rose Russell Daveed Diggs Emma Tremblay Izabela Vidovic Jacob Tremblay Jennifer March Julia Roberts Mandy Patinkin Mark Dozlaw Nadji Jeter Noah Jupe Owen Wilson Rukiya Bernard Sonia Braga Steve Bacic,113
62003,a2836,b2758,innerspace,1987,Joe Dante,Dennis Quaid Martin Short Meg Ryan Kevin McCarthy,120,innerspace,1987,Joe Dante,Dennis Quaid Martin Short Meg Ryan,120
62053,a2378,b2760,bottle rocket,1996,Wes Anderson,Luke Wilson Owen Wilson Ned Dowd Shea Fowler,91,bottle rocket,1996,Wes Anderson,Luke Wilson Owen Wilson,91
62075,a1865,b2761,the girl who played with fire,2009,Daniel Alfredson,Noomi Rapace Michael Nyqvist Lena Endre Peter Andersson,129,the girl who played with fire,2010,Daniel Alfredson,Michael Nyqvist Noomi Rapace,129
62278,a2682,b2769,in good company,2004,Paul Weitz,Dennis Quaid Topher Grace Scarlett Johansson Marg Helgenberger,109,in good company,2004,Paul Weitz,Dennis Quaid Scarlett Johansson Topher Grace,109
62316,a1717,b2774,filth,2013,Jon S. Baird,James McAvoy Jamie Bell Eddie Marsan Imogen Poots,97,cop car,2015,Jon Watts,Camryn Manheim Hays Wellford James Freedson-Jackson Kevin Bacon Shea Whigham,88
62410,a326,b2777,terminator 3  rise of the machines,2003,Jonathan Mostow,Arnold Schwarzenegger Nick Stahl Kristanna Loken Claire Danes,109,terminator 3  rise of the machines,2003,Jonathan Mostow,Arnold Schwarzenegger Kristanna Loken Nick Stahl,109
62504,a1684,b2784,julie   julia,2009,Nora Ephron,Amy Adams Meryl Streep Chris Messina Stanley Tucci,118,julie   julia,2009,Nora Ephron,Amy Adams Chris Messina Meryl Streep,123
62511,a1373,b2785,crimson peak,2015,Guillermo del Toro,Mia Wasikowska Jessica Chastain Tom Hiddleston Charlie Hunnam,119,crimson peak,2015,Guillermo del Toro,Charlie Hunnam Jessica Chastain Mia Wasikowska Tom Hiddleston,119
62514,a117,b2787,avengers  age of ultron,2015,Joss Whedon,Robert Downey Jr. Chris Evans Mark Ruffalo Chris Hemsworth,141,avengers  age of ultron,2015,Joss Whedon,Chris Evans Chris Hemsworth James Spader Jeremy Renner Mark Ruffalo Robert Downey Jr. Samuel L. Jackson Scarlett Johansson,141
62539,a103,b2788,captain america  the first avenger,2011,Joe Johnston,Chris Evans Hugo Weaving Samuel L. Jackson Hayley Atwell,124,captain america  the first avenger,2011,Joe Johnston,Chris Evans Hugo Weaving,125
62553,a2363,b2790,lady vengeance,2005,Chan-wook Park,Yeong-ae Lee Min-sik Choi Shi-hoo Kim Yea-young Kwon,115,three    extremes,2005,Chan-wook Park Fruit Chan Takashi  Miike,Byung-hun Lee Ling Bai,125
62713,a1521,b2796,something s gotta give,2003,Nancy Meyers,Jack Nicholson Diane Keaton Keanu Reeves Amanda Peet,128,something s gotta give,2003,Nancy Meyers,Amanda Peet Diane Keaton Frances McDormand Jack Nicholson Keanu Reeves,128
62835,a1069,b2800,sausage party,2016,Greg Tiernan Conrad Vernon,Seth Rogen Kristen Wiig Jonah Hill Alistair Abell,89,sausage party,2016,Conrad Vernon Greg Tiernan,Jonah Hill Kristen Wiig Seth Rogen,89
62995,a2980,b2804,diary of the dead,2007,George A. Romero,Michelle Morgan Joshua Close Shawn Roberts Todd Schroeder,95,diary of the dead,2008,George A. Romero,Joshua Close Michelle Morgan Shawn Roberts,95
63103,a3013,b2812,stuart little 2,2002,Rob Minkoff,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki,77,stuart little 2,2002,Rob Minkoff,Geena Davis Michael J. Fox,77
63136,a576,b2815,notting hill,1999,Roger Michell,Hugh Grant Julia Roberts Richard McCabe Rhys Ifans,124,notting hill,1999,Roger Michell,Hugh Grant Julia Roberts,124
63163,a1338,b2816,miller s crossing,1990,Joel Coen Ethan Coen,Gabriel Byrne Albert Finney John Turturro Marcia Gay Harden,115,miller s crossing,1990,Ethan Coen Joel Coen,Albert Finney Gabriel Byrne John Turturro,115
63177,a1523,b2816,barton fink,1991,Joel Coen Ethan Coen,John Turturro John Goodman Judy Davis Michael Lerner,116,miller s crossing,1990,Ethan Coen Joel Coen,Albert Finney Gabriel Byrne John Turturro,115
63221,a1693,b2822,crimson tide,1995,Tony Scott,Gene Hackman Denzel Washington Matt Craven George Dzundza,116,crimson tide,1995,Tony Scott,Denzel Washington Gene Hackman,116
63299,a2319,b2824,ever after  a cinderella story,1998,Andy Tennant,Drew Barrymore Anjelica Huston Dougray Scott Patrick Godfrey,121,ever after,1998,Andy Tennant,Anjelica Huston Dougray Scott Drew Barrymore,121
63430,a1911,b2825,the founder,2016,John Lee Hancock,Michael Keaton Nick Offerman John Carroll Lynch Linda Cardellini,115,the founder,2017,John Lee Hancock,B.J. Novak John Carroll Lynch Justin Randell Brooke Katie Kneeland Laura Dern Linda Cardellini Michael Keaton Nick Offerman Patrick Wilson,115
63475,a2488,b2827,in the heat of the night,1967,Norman Jewison,Sidney Poitier Rod Steiger Warren Oates Lee Grant,110,the thomas crown affair,1968,Norman Jewison,Addison Powell Astrid Heeren Biff McGuire Faye Dunaway Gordon Pinsent Jack Weston Paul Burke Sidney Armus Steve McQueen Yaphet Kotto,102
63486,a1776,b2829,the spy who loved me,1977,Lewis Gilbert,Roger Moore Barbara Bach Curd Jürgens Richard Kiel,125,moonraker,1979,Lewis Gilbert,Roger Moore,126
63487,a1941,b2829,moonraker,1979,Lewis Gilbert,Roger Moore Lois Chiles Michael Lonsdale Richard Kiel,126,moonraker,1979,Lewis Gilbert,Roger Moore,126
63494,a2291,b2830,a perfect world,1993,Clint Eastwood,Kevin Costner Clint Eastwood Laura Dern T.J. Lowther,138,the bridges of madison county,1995,Clint Eastwood,Clint Eastwood Meryl Streep,135
63499,a2353,b2830,the bridges of madison county,1995,Clint Eastwood,Clint Eastwood Meryl Streep Annie Corley Victor Slezak,135,the bridges of madison county,1995,Clint Eastwood,Clint Eastwood Meryl Streep,135
63520,a2987,b2832,frantic,1988,Roman Polanski,Harrison Ford Betty Buckley Emmanuelle Seigner Djiby Soumare,120,frantic,1988,Roman Polanski,Alain Doutey Betty Buckley Djiby Soumare Dominique Virton Emmanuelle Seigner Gérard Klein Harrison Ford Jacques Ciron Laurent Spielvogel Stéphane D'Audeville,120
63722,a644,b2835,seven psychopaths,2012,Martin McDonagh,Colin Farrell Woody Harrelson Sam Rockwell Christopher Walken,110,seven psychopaths,2012,Martin McDonagh,Christopher Walken Colin Farrell Sam Rockwell Tom Waits Woody Harrelson,110
64110,a385,b2843,the thing,1982,John Carpenter,Kurt Russell Wilford Brimley Keith David Richard Masur,109,blue thunder,1983,John Badham,Candy Clark Daniel Stern David Sheiner Ed Bernard Jason Bernard Joe Santos Malcolm McDowell Paul Roebling Roy Scheider Warren Oates,109
64119,a2457,b2843,christine,1983,John Carpenter,Keith Gordon John Stockwell Alexandra Paul Robert Prosky,110,blue thunder,1983,John Badham,Candy Clark Daniel Stern David Sheiner Ed Bernard Jason Bernard Joe Santos Malcolm McDowell Paul Roebling Roy Scheider Warren Oates,109
64181,a1998,b2848,the bling ring,2013,Sofia Coppola,Katie Chang Israel Broussard Emma Watson Claire Julien,90,the bling ring,2013,Sofia Coppola,Carlos Miranda Claire Julien Emma Watson Gavin Rossdale Georgia Rock Israel Broussard Katie Chang Leslie Mann Taissa Farmiga,90
64304,a1229,b2855,idiocracy,2006,Mike Judge,Luke Wilson Maya Rudolph Dax Shepard Terry Crews,84,idiocracy,2006,Mike Judge,Dax Shepard Luke Wilson Maya Rudolph,84
64334,a712,b2856,ghost rider,2007,Mark Steven Johnson,Nicolas Cage Eva Mendes Sam Elliott Matt Long,114,the informant ,2009,Steven Soderbergh,Matt Damon,108
64336,a2480,b2856,the informant ,2009,Steven Soderbergh,Matt Damon Tony Hale Patton Oswalt Lucas McHugh Carroll,108,the informant ,2009,Steven Soderbergh,Matt Damon,108
64361,a740,b2856,contagion,2011,Steven Soderbergh,Matt Damon Kate Winslet Jude Law Gwyneth Paltrow,106,the informant ,2009,Steven Soderbergh,Matt Damon,108
64377,a1172,b2861,the danish girl,2015,Tom Hooper,Eddie Redmayne Alicia Vikander Amber Heard Ben Whishaw,119,the danish girl,2015,Tom Hooper,Alicia Vikander Amber Heard Ben Whishaw Eddie Redmayne,119
64414,a657,b2863,don jon,2013,Joseph Gordon-Levitt,Joseph Gordon-Levitt Scarlett Johansson Julianne Moore Tony Danza,90,don jon,2013,Joseph Gordon-Levitt,Brie Larson Glenne Headly Italia Ricci Jeremy Luke Joseph Gordon-Levitt Julianne Moore Lindsey Broad Rob Brown Scarlett Johansson Tony Danza,90
64421,a2804,b2864,blood father,2016,Jean-François Richet,Mel Gibson Erin Moriarty Diego Luna Michael Parks,88,blood father,2016,Jean-François Richet,,88
64458,a494,b2867,the transporter,2002,Louis Leterrier Corey Yuen,Jason Statham Qi Shu Matt Schulze François Berléand,92,so close,2003,Corey Yuen,Karen Mok Qi Shu Wei Zhao,0
64478,a1572,b2869,bend it like beckham,2002,Gurinder Chadha,Parminder Nagra Keira Knightley Jonathan Rhys Meyers Anupam Kher,112,bend it like beckham,2003,Gurinder Chadha,Jonathan Rhys Meyers Keira Knightley Parminder Nagra,112
64485,a4,b2870,fight club,1999,David Fincher,Brad Pitt Edward Norton Meat Loaf Zach Grenier,139,fight club,1999,David Fincher,Brad Pitt Edward Norton,139
64600,a74,b2871,snatch,2000,Guy Ritchie,Jason Statham Brad Pitt Benicio Del Toro Dennis Farina,102,lock  stock and two smoking barrels,1999,Guy Ritchie,Dexter Fletcher Jason Flemyng,107
64602,a179,b2871,lock  stock and two smoking barrels,1998,Guy Ritchie,Jason Flemyng Dexter Fletcher Nick Moran Jason Statham,107,lock  stock and two smoking barrels,1999,Guy Ritchie,Dexter Fletcher Jason Flemyng,107
64628,a17,b2874,batman begins,2005,Christopher Nolan,Christian Bale Michael Caine Ken Watanabe Liam Neeson,140,the prestige,2006,Christopher Nolan,Christian Bale Hugh Jackman Scarlett Johansson,130
64630,a25,b2874,the prestige,2006,Christopher Nolan,Christian Bale Hugh Jackman Scarlett Johansson Michael Caine,130,the prestige,2006,Christopher Nolan,Christian Bale Hugh Jackman Scarlett Johansson,130
64838,a786,b2885,moana,2016,Ron Clements John Musker Don Hall Chris Williams,Auli'i Cravalho Dwayne Johnson Rachel House Temuera Morrison,107,game night,2018,John Francis Daley Jonathan M. Goldstein,Billy Magnussen Camille Chen Chelsea Peretti Danny Huston James Sterling Jason Bateman Jesse Plemons Joshua Mikel Kabby Borders Kyle Chandler Kylie Bunbury Lamorne Morris Michael C. Hall Natasha Hall Rachel McAdams Sharon Horgan,100
64977,a850,b2887,cloudy with a chance of meatballs,2009,Phil Lord Christopher Miller,Anna Faris Bill Hader Bruce Campbell James Caan,90,cloudy with a chance of meatballs,2009,Chris Miller Phil Lord,Anna Faris Bill Hader Bruce Campbell,90
65065,a858,b2893,dark city,1998,Alex Proyas,Rufus Sewell Kiefer Sutherland Jennifer Connelly William Hurt,100,dark city,1998,Alex Proyas,Jennifer Connelly Kiefer Sutherland Rufus Sewell,100
65074,a569,b2895,stardust,2007,Matthew Vaughn,Charlie Cox Claire Danes Sienna Miller Ian McKellen,127,stardust,2007,Matthew Vaughn,Charlie Cox Claire Danes Sienna Miller,127
65079,a1413,b2900,hairspray,2007,Adam Shankman,John Travolta Queen Latifah Nikki Blonsky Michelle Pfeiffer,117,talladega nights  the ballad of ricky bobby,2006,Adam McKay,John C. Reilly Will Ferrell,108
65085,a555,b2900,step brothers,2008,Adam McKay,Will Ferrell John C. Reilly Mary Steenburgen Richard Jenkins,98,talladega nights  the ballad of ricky bobby,2006,Adam McKay,John C. Reilly Will Ferrell,108
65094,a1051,b2900,talladega nights  the ballad of ricky bobby,2006,Adam McKay,Will Ferrell John C. Reilly Sacha Baron Cohen Gary Cole,108,talladega nights  the ballad of ricky bobby,2006,Adam McKay,John C. Reilly Will Ferrell,108
65268,a1261,b2907,four brothers,2005,John Singleton,Mark Wahlberg Tyrese Gibson André Benjamin Garrett Hedlund,109,we don t live here anymore,2004,John Curran,Laura Dern Mark Ruffalo Naomi Watts Peter Krause,101
65421,a172,b2919,kick ass,2010,Matthew Vaughn,Aaron Taylor-Johnson Nicolas Cage Chloë Grace Moretz Garrett M. Brown,117,kick ass,2010,Matthew Vaughn,Aaron Johnson,117
65606,a531,b2926,moulin rouge ,2001,Baz Luhrmann,Nicole Kidman Ewan McGregor John Leguizamo Jim Broadbent,127,moulin rouge ,2001,Baz Luhrmann,Ewan McGregor Nicole Kidman,127
65712,a1913,b2927,the thomas crown affair,1999,John McTiernan,Pierce Brosnan Rene Russo Denis Leary Ben Gazzara,113,the tailor of panama,2001,John Boorman,Geoffrey Rush Pierce Brosnan,109
65766,a725,b2928,philadelphia,1993,Jonathan Demme,Tom Hanks Denzel Washington Roberta Maxwell Buzz Kilman,125,philadelphia,1993,Jonathan Demme,Denzel Washington Tom Hanks,125
65834,a1768,b2929,the good dinosaur,2015,Peter Sohn,Jeffrey Wright Frances McDormand Maleah Nipay-Padilla Ryan Teeple,93,the good dinosaur,2015,Peter Sohn,Frances McDormand Jack Bright Jack McGraw Jeffrey Wright Maleah Nipay-Padilla Marcus Scribner Peter Sohn Raymond Ochoa Ryan Teeple,93
65862,a2346,b2931,the bfg,2016,Steven Spielberg,Mark Rylance Ruby Barnhill Penelope Wilton Jemaine Clement,117,the bfg,2016,Steven Spielberg,,117
65978,a2207,b2932,paris  je t aime,2006,Olivier Assayas Frédéric Auburtin Emmanuel Benbihy Gurinder Chadha Sylvain Chomet Ethan Coen Joel Coen Isabel Coixet Wes Craven Alfonso Cuarón Gérard Depardieu Christopher Doyle Richard LaGravenese Vincenzo Natali Alexander Payne Bruno Podalydès Walter Salles Oliver Schmitz Nobuhiro Suwa Daniela Thomas Tom Tykwer Gus Van Sant,Juliette Binoche Leonor Watling Ludivine Sagnier Fanny Ardant,120,paris  je t aime,2007,Alexander Payne Alfonso Cuarón Bruno Podalydès Christopher Doyle Daniela Thomas Emmanuel Benbihy Ethan Coen Frédéric Auburtin Gérard Depardieu Gurinder Chadha Gus Van Sant Isabel Coixet Joel Coen Nobuhiro Suwa Oliver Schmitz Olivier Assayas Richard LaGravenese Sylvain Chomet Tom Tykwer Vincenzo Natali Walter Salles Wes Craven,,120
66131,a2020,b2933,la vie en rose,2007,Olivier Dahan,Marion Cotillard Sylvie Testud Pascal Greggory Emmanuelle Seigner,140,la vie en rose,2007,Olivier Dahan,Marion Cotillard Sylvie Testud,140
66138,a131,b2934,the hobbit  the desolation of smaug,2013,Peter Jackson,Ian McKellen Martin Freeman Richard Armitage Ken Stott,161,the hobbit  the desolation of smaug,2013,Peter Jackson,Dean O'Gorman Elijah Wood Graham McTavish Ian McKellen James Nesbitt Ken Stott Martin Freeman Richard Armitage Stephen Hunter William Kircher,161
66180,a71,b2934,the hobbit  an unexpected journey,2012,Peter Jackson,Martin Freeman Ian McKellen Richard Armitage Andy Serkis,169,the hobbit  the desolation of smaug,2013,Peter Jackson,Dean O'Gorman Elijah Wood Graham McTavish Ian McKellen James Nesbitt Ken Stott Martin Freeman Richard Armitage Stephen Hunter William Kircher,161
66229,a1852,b2935,another earth,2011,Mike Cahill,Brit Marling William Mapother Matthew-Lee Erlbach DJ Flava,92,another earth,2011,Mike Cahill,Brit Marling William Mapother,92
66257,a1552,b2940,the butler,2013,Lee Daniels,Forest Whitaker Oprah Winfrey John Cusack Jane Fonda,132,lee daniels  the butler,2013,Lee Daniels,Alan Rickman Cuba Gooding Jr. David Oyelowo Forest Whitaker John Cusack Lenny Kravitz Liev Schreiber Melissa Leo Oprah Winfrey Robin Williams Terrence Howard Vanessa Redgrave,132
66287,a357,b2941,fast five,2011,Justin Lin,Vin Diesel Paul Walker Dwayne Johnson Jordana Brewster,130,fast five,2011,Justin Lin,Dwayne Johnson Paul Walker Vin Diesel,130
66289,a327,b2941,furious 6,2013,Justin Lin,Vin Diesel Paul Walker Dwayne Johnson Michelle Rodriguez,130,fast five,2011,Justin Lin,Dwayne Johnson Paul Walker Vin Diesel,130
